qseqid	nhits	minBitscore	maxBitscore	frequentWords
B9J08_001290	43	46.6	939	cicc; intermedia; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; farinosa; millerozyma; piso
B9J08_001291	501	70.5	855	lipase; esterase; hydrolase; triacylglycerol; lipasecholesterol; triglyceride; alphabetahydrolase; ester; acid; lysosomal
B9J08_001292	500	70.1	329	superoxide; dismutase; cuzn; cytosolic; partial; dismutaselike; cell; colletotrichum; pseudogymnoascus; metarhizium
B9J08_001293	503	48.5	1759	transporter; oligopeptide; opt; small; family; optp; yjm; lipolytica; yarrowia; optdomaincontaining
B9J08_001294	500	270	1042	amidase; acetamidase; penicillium; fusarium; amidotransferase; subunit; colletotrichum; amide; fattyacid; hydrolase
B9J08_001295	500	277	672	mitochondrial; nuclease; endonuclease; nonspecific; nuc; dnarna; penicillium; fusarium; nucp; inner
B9J08_001296	500	2047	4269	fatty; acid; synthase; subunit; beta; dehydratase; fusarium; fasp; yjm; penicillium
B9J08_001297	1157	44.3	2241	inositol; histidine; phosphatase; hexakisphosphate; kinase; cytoskeleton; penicillium; actin; acid; diphosphoinositolpentakisphosphate
B9J08_001298	788	80.1	707	ribosephosphate; pyrophosphokinase; diphosphokinase; phosphoribosyl; penicillium; phosphate; ribose; pseudogymnoascus; prs; fusarium
B9J08_001299	242	38.1	383	srrlike; drosophila; berp; yjm; ber; partial; srrdomaincontaining; lachancea; isoform; srr
B9J08_001300	846	44.3	1000	response; factor; transcription; regulator; stress; skn; prr; twocomponent; sknp; regulatorhfs
B9J08_001301	501	117	1903	alpha; glucosidase; subunit; family; hydrolase; glycoside; rotp; yjm; alphaglucosidase; penicillium
B9J08_001302	508	42	1316	ligase; bre; ubiquitinprotein; ubiquitin; fusarium; penicillium; brep; pseudogymnoascus; ring; bredomaincontaining
B9J08_001303	677	43.1	963	bromodomaincontaining; bdfp; bdf; yjm; transcription; factor; bromodomain; regulator; penicillium; rhizopus
B9J08_001304	501	235	628	synthase; trnadihydrouridineab; nadplike; isoform; trnadihydrouridine; dihydrouridine; partial; dusp; like; pseudogymnoascus
B9J08_001305	773	147	2602	condensin; subunit; structural; complex; smc; maintenance; nuclear; chromosomes; maintenancechromosome; fusarium
B9J08_001306	56	37	336	polymerase; rna; subunit; rpa; dnadirected; dsm; pichia; cicc; intermedia; bicuspidata
B9J08_001307	1311	43.5	6011	fermentation; associated; csf; csfp; yjm; penicillium; fusarium; pseudogymnoascus; colletotrichum; vkm
B9J08_001308	30	39.3	548	cicc; intermedia; bicuspidata; debaryomyces; farinosa; millerozyma; piso; cyanobacterium; jsc; oscillatoriales
B9J08_001309	500	218	867	dnaj; member; subfamily; homolog; like; chaperone; domain; xdj; domaincontaining; partial
B9J08_001311	501	123	256	cofilin; actin; factor; depolymerizing; actindepolymerizing; partial; actinbinding; pseudogymnoascus; cofilintropomyosintype; colletotrichum
B9J08_001312	260	38.1	801	tigger; transposable; elementderived; partial; puccinia; pst; pstg; striiformis; tritici; like
B9J08_001313	21	36.2	260	agcrskrskp; aphanomyces; astaci; kinase; cicc; intermedia; debaryomyces; like; receptor; type
B9J08_001314	54	20.4	1381	pichia; kudriavzevii; membranifaciens; jlg; cicc; intermedia; bicuspidata; debaryomyces; farinosa; millerozyma
B9J08_001315	820	47.4	711	allantoicase; dalp; lachancea; galactosebinding; fusarium; absidia; yjm; colletotrichum; domainlike; var
B9J08_001316	376	38.1	709	nmethyltransferase; proteinlysine; fama; partial; fusarium; colletotrichum; eefkmt; yjm; hyjmj; conserved
B9J08_001317	10	37	112	bicuspidata; debaryomyces; cicc; intermedia; metbidraft; metschnikowia; var; fabryi; cbs; dehadp
B9J08_001318	512	37.4	182	subunit; complex; particle; trafficking; bet; trapp; transport; sybindinlike; snarelike; penicillium
B9J08_001319	500	290	956	transporter; resistance; mfs; drug; yjm; penicillium; facilitator; major; superfamily; fusarium
B9J08_001320	501	47.8	879	transcriptional; coactivator; hfiada; hfi; penicillium; hfip; fusarium; saga; colletotrichum; complex
B9J08_001321	23	40.8	1218	cicc; intermedia; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; bacterium; omnitrophica; wor
B9J08_001322	500	95.1	240	fes; ferredoxin; ironsulfur; cluster; binding; mitochondrial; domaincontaining; adrenodoxin; domain; penicillium
B9J08_001323	500	94.7	353	vesicle; transport; vsnare; vti; interaction; tsnares; vsnaredomaincontaining; tsnare; penicillium; snare
B9J08_001324	502	44.3	2072	family; glycoside; hydrolase; glucosidase; penicillium; sixhairpin; fusarium; cytoplasm; yjm; pseudogymnoascus
B9J08_001325	500	205	547	reductase; dehydrogenase; lxylulose; mannitol; sou; lachancea; sorbose; nadpdependent; colletotrichum; sorbitol
B9J08_001326	1	35	35	blakesleeanus; phybldraft; phycomyces
B9J08_001327	32	31.2	44.7	medicago; truncatula; mtrg; partial; esculenta; manesg; manihot; oceanica; thalassiosira; thaoc
B9J08_001328	500	103	579	peptidylprolyl; cistrans; isomeraselike; partial; cyclophilinlike; isomerase; isoform; pseudogymnoascus; rna; cryptococcus
B9J08_001329	1267	37	274	nucleic; cellular; acidbinding; zinc; isoform; knuckle; finger; domain; gis; partial
B9J08_001330	500	293	1568	acid; folic; dihydropteroate; synthesis; synthase; fol; folp; yjm; penicillium; multifunctional
B9J08_001331	122	40	552	capping; telomere; rtcp; lachancea; yjm; restriction; zygosaccharomyces; ynlclike; kluyveromyces; cyberlindnera
B9J08_001332	669	40	880	phosphorus; acquisitioncontrolling; transcription; factor; hlh; fusarium; helixloophelix; dnabinding; palca; colletotrichum
B9J08_001333	17	30	35.4	unknown; partial; uncultured; awri; bacillus; btuat; pumilus; capsulata; kuraishia; product
B9J08_001334	15	31.2	50.8	capsulata; kuraishia; product; unnamed; echinococcus; multilocularis; minded; single; blakesleeanus; phybldraft
B9J08_001335	124	39.3	791	yjm; hyjmn; lachancea; conserved; ynrwlike; partial; zygosaccharomyces; guilliermondii; meyerozyma; pgug
B9J08_001336	500	94	270	rnabinding; domaincontaining; rnp; domain; partial; rna; penicillium; isoform; recognition; like
B9J08_001337	500	139	378	polymerase; rna; dnadirected; iii; subunit; rpc; isoform; polypeptide; drosophila; penicillium
B9J08_001338	500	639	878	subunit; regulatory; protease; proteasome; rpt; particle; penicillium; like; var; partial
B9J08_001339	179	35.8	299	wall; cell; family; conserved; partial; synthetase; pseudomonas; ldg; dubliniensis; pseudoalteromonas
B9J08_001340	500	216	544	hob; bardomaincontaining; bar; adaptor; reduced; starvation; upon; viability; rvs; amphiphysinlike
B9J08_001341	10	36.2	416	cicc; intermedia; bicuspidata; farinosa; millerozyma; piso; cupriavidus; metbidraft; metschnikowia; var
B9J08_001342	91	39.3	649	actinrelated; exophiala; lachancea; paracoccidioides; coccidioides; cyberlindnera; actinlike; brasiliensis; eremothecium; atpase
B9J08_001343	500	1045	1618	helicase; dna; repair; rad; tfiih; complex; transcription; penicillium; factor; excision
B9J08_001344	500	148	483	kinase; adenylate; mitochondrial; phosphotransferase; gtpamp; isoform; cytosolic; adk; partial; colletotrichum
B9J08_001345	500	167	458	phosphotransferase; gtpamp; mitochondrial; adenylate; kinase; isoform; partial; mitochondriallike; adk; lachancea
B9J08_001346	502	42.4	597	rna; polymeraseassociated; leo; isoform; leolike; another; transcription; unit; drosophila; partial
B9J08_001347	896	45.4	1071	gtpase; rho; activator; sac; rhogtpaseactivating; partial; rhogapdomaincontaining; penicillium; rhogap; fusarium
B9J08_001348	500	258	609	kinase; aurora; serinethreonineprotein; aur; isoform; kinaselike; partial; assembly; checkpoint; spindle
B9J08_001349	599	40	457	factor; sagaassociated; sgfp; complex; saga; yjm; component; partial; sgf; scadomaincontaining
B9J08_001350	242	40.8	2403	partial; srebp; cleavageactivating; elementbinding; regulatory; sterol; colletotrichum; activating; cleavage; lachancea
B9J08_001351	500	61.2	391	mitochondrial; hypoxia; responsive; domain; domaincontaining; containing; factor; respiratory; supercomplex; partial
B9J08_001352	501	43.1	732	membrane; peroxisomal; integral; pex; peroxin; pexp; penicillium; fusarium; yjm; pexpdomaincontaining
B9J08_001353	64	35.4	159	cgr; rrnaprocessing; lachancea; conserved; zygosaccharomyces; nucleolar; cyberlindnera; pichia; komagataella; phaffii
B9J08_001354	503	50.8	489	tataboxbinding; factor; transcription; binding; tatabox; tfiid; initiation; tbpdomaincontaining; tbp; complex
B9J08_001355	555	40.4	1098	lyase; apyrimidinic; dnaapurinic; site; endonuclease; dna; dnase; ilike; apn; iii
B9J08_001356	87	38.9	984	conserved; partial; cyberlindnera; pea; polarized; cicc; intermedia; bicuspidata; debaryomyces; farinosa
B9J08_001357	98	41.2	1410	paracoccidioides; brasiliensis; complex; nuclear; pore; subunit; conserved; dsm; penicillium; cicc
B9J08_001358	500	597	772	cbf; centromeremicrotubulebinding; synthase; pseudouridine; binding; centromeremicrotubule; rrna; haca; subunit; complex
B9J08_001359	706	40.4	996	escrti; component; complex; sorting; tsg; uevdomaincontaining; endosomal; susceptibility; tumor; uev
B9J08_001360	500	33.9	95.5	subunit; atpase; vtype; proton; vacuolar; atp; synthase; complex; drosophila; partial
B9J08_001361	5	39.7	604	ccch; domaincontaining; finger; zinc; alike; lepturus; partial; phaethon; gavia; stellata
B9J08_001362	501	47.4	1035	amino; acid; permease; general; agp; transporter; yjm; alpp; agpp; penicillium
B9J08_001363	501	415	755	helicase; rna; atpdependent; dbp; deaddomaincontaining; penicillium; box; dbpp; probable; fusarium
B9J08_001364	500	135	1122	cytochrome; monooxygenase; penicillium; trichophyton; fusarium; pseudogymnoascus; talaromyces; oxysporum; exophiala; benzoate
B9J08_001365	500	211	1070	oxidoreductin; endoplasmic; erolike; beta; partial; reticulum; isoform; alpha; erop; pseudogymnoascus
B9J08_001366	140	37.4	120	cell; wall; hanseniaspora; ccwp; guilliermondii; partial; meyerozyma; pgug; yjm; uvarum
B9J08_001367	806	41.6	1592	arginine; metabolism; factor; regulation; fusarium; transcription; penicillium; argp; oxysporum; yjm
B9J08_001368	500	365	1155	kinase; dihydroxyacetone; dakp; fusarium; dak; yjm; penicillium; lachancea; colletotrichum; daka
B9J08_001369	935	24.3	1637	fad; binding; domain; loc; domaincontaining; fusarium; oxidoreductase; penicillium; faddependent; pseudogymnoascus
B9J08_001370	4	40.8	810	membrane; mucilaginibacter; ykgb; gossypii; gossypiicola; nfr
B9J08_001371	738	38.9	1333	yjm; lysp; lys; regulatory; fusarium; transcription; factor; lysine; biosynthesis; upcp
B9J08_001372	500	215	1001	hydroxylase; phenylacetate; cytochrome; penicillium; fusarium; cladophialophora; fonsecaea; oxysporum; exophiala; pseudogymnoascus
B9J08_001373	547	42.4	1560	enzyme; metabolism; phospholipid; vacuolar; regulator; segregation; vacp; yjm; penicillium; fusarium
B9J08_001374	609	43.9	1867	phosphofructokinase; penicillium; phosphatase; bifunctional; phosphofructokinasefructosebisphosphate; pfkp; partial; pseudogymnoascus; yjm; fusarium
B9J08_001375	501	79.7	698	methyltransferase; histidine; conserved; penicillium; sadenosylmethioninedependent; fusarium; pseudogymnoascus; partial; colletotrichum; mnip
B9J08_001376	502	121	2484	msn; fusarium; nuclear; export; import; oxysporum; msnp; penicillium; yjm; pseudogymnoascus
B9J08_001377	509	38.9	570	factor; ribosome; production; partial; brixdomaincontaining; brix; isoform; domaincontaining; rpfp; processing
B9J08_001378	512	41.2	1245	transcription; factor; polymerase; rna; subunit; tfiih; initiation; related; penicillium; domaincontaining
B9J08_001379	500	65.1	628	acylcoa; dehydrogenase; burkholderia; dehydratase; hydratase; hydroxyacylthioester; multispecies; paraburkholderia; mitochondrial; methylfumarylcoa
B9J08_001380	500	160	464	ribonuclease; tlike; penicillium; trv; family; rnase; fusarium; partial; talaromyces; trichoderma
B9J08_001381	500	182	264	dismutase; superoxide; cuzn; copperzinc; partial; cryptococcus; penicillium; gattii; sod; copper
B9J08_001382	500	35.8	151	inhibitor; peptidase; streptomyces; proteinase; penicillium; protease; propeptide; colletotrichum; dehydrogenase; kinase
B9J08_001383	500	792	2194	alphamannosidase; family; hydrolase; glycoside; amsp; penicillium; fusarium; colletotrichum; yjm; glycosyl
B9J08_001384	500	207	510	maturation; ribosome; sbds; shwachmanbodiandiamond; syndrome; family; sdo; sbdslike; upf; pseudogymnoascus
B9J08_001385	573	40	730	zuotin; dnaj; chaperone; dnajdomaincontaining; zuop; associated; ribosome; yjm; penicillium; domaincontaining
B9J08_001386	501	42.7	342	glc; phosphatase; inhibitor; conserved; penicillium; ipp; pseudogymnoascus; fusarium; trichophyton; glcp
B9J08_001387	500	233	380	adpribosylation; factorlike; factor; superfamily; arfsar; gtpase; small; isoform; like; penicillium
B9J08_001388	500	411	882	dehydrogenase; prephenate; nadp; penicillium; fusarium; pseudogymnoascus; tyrp; probable; vkm; colletotrichum
B9J08_001389	502	43.1	862	phosphomevalonate; kinase; ergp; yjm; penicillium; fusarium; colletotrichum; related; partial; lachancea
B9J08_001390	500	68.9	830	conserved; apparatus; membrane; golgi; penicillium; upf; pseudogymnoascus; partial; fusarium; microsporus
B9J08_001391	225	41.6	1920	gpbp; yjm; guanine; nucleotidebinding; subunit; beta; lachancea; atta; colombica; isoform
B9J08_001392	500	72.4	186	mitochondrial; translocase; subunit; tim; inner; membrane; import; intermembrane; space; partial
B9J08_001393	500	145	511	cytochrome; heme; lyase; hemelyase; penicillium; pseudogymnoascus; fusarium; colletotrichum; synthase; ctype
B9J08_001394	500	216	546	surfeit; locus; surfdomaincontaining; copiicoated; vesicle; surferv; surf; penicillium; family; erv
B9J08_001395	4	32	34.3	botrytis; cinerea; coniochaeta; conligdraft; ligniaria; acng; nordicum; penicillium; bofutp
B9J08_001396	500	156	475	exosome; complex; rrp; component; exonuclease; exoribonuclease; domain; ribosomal; like; ski
B9J08_001397	500	231	818	mannosyltransferase; gpi; family; glycosyltransferase; penicillium; gpip; fusarium; colletotrichum; dxd; pigm
B9J08_001398	503	36.6	333	conserved; pseudogymnoascus; penicillium; fusarium; partial; colletotrichum; vkm; corf; homolog; mdraft
B9J08_001399	595	40	573	carrier; mitochondrial; family; substrate; penicillium; ymc; fusarium; carnitineacylcarnitine; pseudogymnoascus; transporter
B9J08_001400	619	40.8	582	transcription; factor; subunit; initiation; alpha; iif; tfiif; tfgp; yjm; interaction
B9J08_001401	500	167	725	hgh; dnabinding; dufdomaincontaining; penicillium; family; fam; pseudogymnoascus; colletotrichum; fusarium; hghp
B9J08_001402	501	138	1140	carboxypeptidase; glyxaa; lachancea; cpsp; vacuolar; cps; yjm; peptidase; colletotrichum; family
B9J08_001403	500	156	472	hydrolase; dienelactone; family; penicillium; aim; fusarium; talaromyces; pseudogymnoascus; esteraselipase; related
B9J08_001404	500	463	1372	abc; family; kinase; atypicalabcabcc; biosynthesis; ubiquinone; abcdomaincontaining; penicillium; mitochondrial; fusarium
B9J08_001405	553	41.2	1083	esterase; lipaseserine; lipase; dufdomaincontaining; lipid; particle; lachancea; penicillium; fusarium; yjm
B9J08_001406	500	236	493	proteasome; subunit; beta; component; type; nucleophile; aminohydrolase; nterminal; penicillium; btype
B9J08_001407	500	236	426	receptor; lumen; retaining; proteinretaining; hdel; binding; sequence; penicillium; colletotrichum; drosophila
B9J08_001408	714	38.9	628	disulfideisomerase; disulfide; isomerase; probable; like; erp; disulfideisomeraselike; partial; tiga; isomeraselike
B9J08_001409	111	37.7	491	cicc; intermedia; maltosa; cyberlindnera; wall; cell; partial; jadinii; mya; tropicalis
B9J08_001410	633	49.3	2699	cft; factor; subunit; cleavage; polyadenylation; specificity; fusarium; penicillium; cftp; cpsf
B9J08_001411	500	74.3	485	biosynthesis; class; phosphatidylinositolglycan; isoform; anchor; glycosylphosphatidylinositol; pigf; gpianchor; gpi; penicillium
B9J08_001412	66	40.8	1141	cicc; intermedia; bicuspidata; debaryomyces; partial; cyberlindnera; clavispora; clug; lusitaniae; metbidraft
B9J08_001413	500	373	780	ligase; tyrosinetrna; synthetase; cytoplasmic; tyrosyltrna; trna; tyrosine; isoform; drosophila; cytoplasmiclike
B9J08_001414	798	43.1	3548	ligase; ubiquitinprotein; ubr; ubrp; yjm; fusarium; colletotrichum; pseudogymnoascus; oxysporum; component
B9J08_001415	1079	43.9	3315	ubiquitinprotein; ligase; ubr; component; penicillium; finger; fusarium; pseudogymnoascus; trichophyton; ring
B9J08_001416	1392	40.8	1028	actin; binding; abpp; yjm; pseudogymnoascus; penicillium; colletotrichum; actinbinding; drebrinlike; domaincontaining
B9J08_001417	500	207	723	ssh; spry; sprydomaincontaining; domain; endosomal; partial; penicillium; domaincontaining; pseudogymnoascus; earp
B9J08_001418	501	103	480	hydrolase; glucan; betaglucosidase; family; glycoside; glycosyl; penicillium; pseudogymnoascus; fusarium; bgl
B9J08_001419	500	53.9	551	corf; methyltransferase; homolog; isoform; partial; yjm; hyjmg; hyjmm; lachancea; dufdomaincontaining
B9J08_001420	501	47.4	739	segregation; nuclear; bfr; penicillium; bfrp; pseudogymnoascus; cryptococcus; colletotrichum; related; vkm
B9J08_001421	500	226	554	isopentenyldiphosphate; deltaisomerase; isomerase; isopentenyl; penicillium; diphosphate; pseudogymnoascus; diphosphatedimethylallyl; colletotrichum; type
